Date,Open,High,Low,Close,Change(Pips),Change(%)
03/30/2023 00:00,1.08423,1.09266,1.0823,1.09044,62.1,0.57,
03/29/2023 00:00,1.08389,1.0872,1.08176,1.08424,3.5,0.03,
03/28/2023 00:00,1.08063,1.0849,1.0803,1.08385,32.2,0.30,
03/27/2023 00:00,1.07772,1.0808,1.0743,1.08064,29.2,0.27,
03/24/2023 00:00,1.08342,1.08371,1.0713,1.0779,-55.2,-0.51,
03/23/2023 00:00,1.0868,1.09297,1.082,1.08343,-33.7,-0.31,
03/22/2023 00:00,1.07723,1.09124,1.0757,1.08687,96.4,0.89,
03/21/2023 00:00,1.07184,1.07886,1.0702,1.07723,53.9,0.50,
03/20/2023 00:00,1.06804,1.0731,1.06312,1.07183,37.9,0.35,
03/17/2023 00:00,1.06134,1.0781,1.061,1.0778,164.6,1.53,
03/16/2023 00:00,1.05814,1.06355,1.055,1.06132,31.8,0.30,
03/15/2023 00:00,1.07268,1.076,1.0516,1.05814,-145.4,-1.37,
03/14/2023 00:00,1.07224,1.07497,1.0677,1.07266,4.2,0.04,
03/13/2023 00:00,1.06814,1.0749,1.065,1.07226,41.2,0.38,
03/10/2023 00:00,1.05854,1.07004,1.0573,1.0655,69.6,0.65,
03/09/2023 00:00,1.0549,1.05911,1.0537,1.05859,36.9,0.35,
03/08/2023 00:00,1.05482,1.05742,1.0523,1.05486,0.4,0.00,
03/07/2023 00:00,1.06854,1.0695,1.0544,1.05481,-137.3,-1.30,
03/06/2023 00:00,1.06255,1.06946,1.0621,1.0686,60.5,0.57,
